,Ask,Bid,Expiry,Last,Open_Int,Quote_Time,Root,Strike,Symbol,Type,Underlying_Price,Update_Date,Update_Time,Vol,_id,iteration,Alert Level,Fifty Percent,Buy Price,Sell Price,Return Percent,Profit
9,0.95,0.89,2017-06-16,0.94,2424.0,2017-04-20T10:16:24.000Z,AXP,75.0,AXP170616P00075000,p,79.01,20170420,14:56:16,82.0,AXP_20170616_20170420_7_p_75.0,7.0,0.045797485109199315,True,0.95,0.01,-0.9894736842105263,88.0
0,1.2,0.8,2017-11-17,0.91,26684.0,2017-09-22T10:10:29.000Z,AXON,7.5,AXON171117P00007500,p,25.21,20170922,14:36:41,18.0,AXON_20171117_20170922_7_p_7.5,7.0,-0.03335889570552138,False,1.2,2.45,1.041666666666667,-131.00000000000003
0,1.1,0.85,2017-12-15,1.35,487.0,2017-11-06T10:10:26.000Z,AXDX,17.5,AXDX171215P00017500,p,19.03,20171106,14:18:48,539.0,AXDX_20171215_20171106_7_p_17.5,7.0,0.057222222222222285,True,1.1,0.75,-0.31818181818181823,29.000000000000007
13,0.95,0.85,2017-10-20,0.85,31009.0,2017-09-25T10:10:39.000Z,AXON,7.5,AXON171020P00007500,p,23.81,20170925,14:38:45,612.0,AXON_20171020_20170925_7_p_7.5,7.0,-0.047218887555022,True,0.95,1.65,0.7368421052631579,-76.0
0,1.0,0.8,2017-11-17,0.9,250.0,2017-10-09T10:10:27.000Z,AXTA,29.0,AXTA171117P00029000,p,29.17,20171009,15:13:09,11.0,AXTA_20171117_20171009_7_p_29.0,7.0,-0.044546347854569256,True,1.0,0.05,-0.95,89.0
1,1.01,0.85,2017-06-16,0.98,135.0,2017-05-19T10:16:20.000Z,BABA,113.0,BABA170616P00113000,p,125.12,20170519,16:14:36,4.0,BABA_20170616_20170519_7_p_113.0,7.0,0.03174734064484216,True,1.01,0.01,-0.9900990099009901,94.0
7,1.3,0.9,2017-06-16,1.2,28.0,2017-05-23T10:16:15.000Z,AZO,540.0,AZO170616P00540000,p,600.79,20170523,15:53:25,18.0,AZO_20170616_20170523_7_p_540.0,7.0,-0.08900817298215294,True,1.3,0.05,-0.9615384615384615,119.0
50,1.0,0.88,2017-09-01,0.94,18.0,2017-07-26T10:11:40.000Z,BA,210.0,BA170901P00210000,p,229.83,20170726,17:03:24,16.0,BA_20170901_20170726_7_p_210.0,7.0,0.08175656594182436,True,1.0,0.01,-0.99,93.0
12,0.98,0.87,2017-07-28,0.84,527.0,2017-06-08T10:11:35.000Z,BABA,110.0,BABA170728P00110000,p,137.34,20170608,16:12:35,82.0,BABA_20170728_20170608_7_p_110.0,7.0,0.09312320916905446,True,0.98,0.01,-0.9897959183673469,91.0
35,1.01,0.88,2017-07-28,1.56,47.0,2017-06-09T10:11:34.000Z,BABA,126.0,BABA170728P00126000,p,146.85,20170609,16:12:27,47.0,BABA_20170728_20170609_7_p_126.0,7.0,0.03168469860896439,True,1.01,0.01,-0.9900990099009901,94.0
16,1.3,1.05,2017-10-20,1.75,673.0,2017-09-13T10:10:31.000Z,AZO,450.0,AZO171020P00450000,p,568.94,20170913,15:57:30,2.0,AZO_20171020_20170913_7_p_450.0,7.0,0.03152932644365897,True,1.3,0.15,-0.8846153846153847,109.00000000000001
0,1.3,1.0,2017-11-17,1.9,10.0,2017-10-16T10:10:25.000Z,BAS,17.5,BAS171117P00017500,p,18.99,20171016,16:43:36,10.0,BAS_20171117_20171016_7_p_17.5,7.0,0.03150461705594776,True,1.3,0.05,-0.9615384615384615,119.0
44,1.02,0.89,2017-07-28,0.98,192.0,2017-06-19T10:11:31.000Z,BABA,125.0,BABA170728P00125000,p,139.63,20170619,16:12:32,7.0,BABA_20170728_20170619_7_p_125.0,7.0,0.03529324534737147,True,1.02,0.01,-0.9901960784313726,95.0
23,0.89,0.8,2017-09-15,0.87,3559.0,2017-08-07T10:11:36.000Z,BABA,135.0,BABA170915P00135000,p,158.4,20170807,16:20:57,54.0,BABA_20170915_20170807_7_p_135.0,7.0,0.03306593621600465,True,0.89,0.01,-0.9887640449438202,82.0
6,1.02,0.91,2017-09-29,0.86,5.0,2017-08-15T10:11:31.000Z,BBBY,26.5,BBBY170929P00026500,p,28.09,20170815,17:14:00,5.0,BBBY_20170929_20170815_7_p_26.5,7.0,-0.034376074252320386,True,1.02,2.77,1.7156862745098038,-181.0
41,0.98,0.84,2017-09-29,0.92,45.0,2017-08-17T10:11:35.000Z,BABA,145.0,BABA170929P00145000,p,165.71,20170817,16:21:33,17.0,BABA_20170929_20170817_7_p_145.0,7.0,0.038934169278996913,True,0.98,0.01,-0.9897959183673469,91.0
2,1.05,0.8,2017-05-19,0.85,557.0,2017-04-27T10:16:25.000Z,BBL,30.0,BBL170519P00030000,p,30.16,20170427,17:17:52,13.0,BBL_20170519_20170427_7_p_30.0,7.0,-0.03518873960332698,True,1.05,0.05,-0.9523809523809523,94.0
3,1.08,0.97,2017-11-17,1.04,54.0,2017-09-20T10:10:28.000Z,BBBY,22.5,BBBY171117P00022500,p,23.19,20170920,17:12:28,172.0,BBBY_20171117_20170920_7_p_22.5,7.0,-0.1420643729189789,True,1.08,2.1,0.9444444444444444,-108.0
20,1.07,1.02,2017-04-21,1.03,921.0,2017-03-02T10:16:20.000Z,BBY,42.0,BBY170421P00042000,p,44.27,20170302,17:30:08,57.0,BBY_20170421_20170302_7_p_42.0,7.0,0.05054579971523499,False,1.07,0.67,-0.37383177570093457,34.0
15,0.91,0.85,2017-10-20,0.86,7767.0,2017-09-25T10:10:41.000Z,BABA,155.0,BABA171020P00155000,p,170.77,20170925,16:19:30,379.0,BABA_20171020_20170925_7_p_155.0,7.0,-0.04137195464241595,True,0.91,0.01,-0.989010989010989,84.0
14,1.16,1.13,2017-05-19,1.04,302.0,2017-03-21T10:16:19.000Z,BBY,42.0,BBY170519P00042000,p,43.86,20170321,17:35:48,222.0,BBY_20170519_20170321_7_p_42.0,7.0,-0.03710208562019754,True,1.16,0.28,-0.7586206896551724,81.99999999999999
4,1.05,0.8,2017-06-16,0.67,195.0,2017-04-27T10:16:25.000Z,BC,55.0,BC170616P00055000,p,58.05,20170427,17:58:02,4.0,BC_20170616_20170427_7_p_55.0,7.0,-0.04081295439524134,True,1.05,0.05,-0.9523809523809523,94.0
27,0.99,0.85,2017-07-21,3.41,1282.0,2017-05-25T10:11:36.000Z,BBY,49.0,BBY170721P00049000,p,59.57,20170525,17:33:22,1.0,BBY_20170721_20170525_7_p_49.0,7.0,0.18147560491868303,True,0.99,0.01,-0.98989898989899,92.0
2,1.25,1.05,2017-09-15,1.05,285.0,2017-07-20T10:11:39.000Z,BC,55.0,BC170915P00055000,p,59.6,20170720,17:58:33,2.0,BC_20170915_20170720_7_p_55.0,7.0,-0.05336721728081321,True,1.25,1.35,0.08000000000000007,-16.000000000000007
9,1.25,0.99,2017-08-04,1.04,8.0,2017-07-10T10:11:31.000Z,BBY,53.0,BBY170804P00053000,p,54.02,20170710,17:31:05,15.0,BBY_20170804_20170710_7_p_53.0,7.0,-0.06652842578192492,True,1.25,0.01,-0.992,118.0
30,0.97,0.84,2017-09-15,0.59,15497.0,2017-07-20T10:11:38.000Z,BBY,47.0,BBY170915P00047000,p,53.88,20170720,17:38:52,11.0,BBY_20170915_20170720_7_p_47.0,7.0,-0.04076909382232507,True,0.97,0.01,-0.9896907216494846,90.0
10,1.17,1.03,2017-09-22,0.73,2.0,2017-08-29T10:10:26.000Z,BBY,53.0,BBY170922P00053000,p,55.93,20170829,17:39:25,1.0,BBY_20170922_20170829_7_p_53.0,7.0,-0.10469025132063389,True,1.17,0.07,-0.9401709401709402,103.99999999999999
7,1.11,0.88,2017-10-13,0.8,10.0,2017-09-19T10:10:32.000Z,BBY,51.0,BBY171013P00051000,p,52.11,20170919,17:36:58,10.0,BBY_20171013_20170919_7_p_51.0,7.0,-0.09136878814298173,True,1.11,0.01,-0.990990990990991,104.00000000000001
10,1.1,0.85,2017-06-16,1.3,183.0,2017-04-24T10:16:27.000Z,BDX,165.0,BDX170616P00165000,p,178.63,20170424,18:06:07,80.0,BDX_20170616_20170424_7_p_165.0,7.0,-0.035943655890765806,True,1.1,0.05,-0.9545454545454545,99.0
0,1.15,0.9,2017-05-19,1.2,269.0,2017-04-11T10:16:27.000Z,BEN,40.0,BEN170519P00040000,p,40.56,20170411,18:17:25,4.0,BEN_20170519_20170411_7_p_40.0,7.0,-0.035204567078972335,True,1.15,0.05,-0.9565217391304347,103.99999999999999
1,1.05,0.85,2017-08-18,1.05,90.0,2017-07-03T10:11:34.000Z,BEAT,29.0,BEAT170818P00029000,p,31.9,20170703,18:09:25,10.0,BEAT_20170818_20170703_7_p_29.0,7.0,-0.04633781763826619,True,1.05,0.05,-0.9523809523809523,94.0
4,1.3,0.8,2017-06-16,2.95,91.0,2017-05-03T10:16:18.000Z,BERY,52.5,BERY170616P00052500,p,53.94,20170503,18:18:37,27.0,BERY_20170616_20170503_7_p_52.5,7.0,0.07535885167464118,True,1.3,0.05,-0.9615384615384615,119.0
13,1.1,0.95,2017-09-15,1.55,319.0,2017-08-08T10:11:37.000Z,BEAT,30.0,BEAT170915P00030000,p,36.3,20170808,18:11:36,1.0,BEAT_20170915_20170808_7_p_30.0,7.0,0.03271692745376952,True,1.1,0.6,-0.4545454545454546,44.000000000000014
